rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
15,25,56,graphml/AttMpls.graphml,3,,4,clustered,0.5;-0.3,4,24,4
14,25,56,graphml/AttMpls.graphml,3,,9,clustered,0.5;-0.3,9,3,3
13,25,56,graphml/AttMpls.graphml,2,,3,clustered,0.5;-0.3,3,3,3
12,25,56,graphml/AttMpls.graphml,2,,9,clustered,0.5;-0.3,19,11,-1
11,25,56,graphml/AttMpls.graphml,4,,15,clustered,0.5;-0.3,3,4,3
10,25,56,graphml/AttMpls.graphml,4,,7,clustered,0.5;-0.3,5,15,7
9,25,56,graphml/AttMpls.graphml,4,,6,clustered,0.5;-0.3,3,3,5
8,25,56,graphml/AttMpls.graphml,4,,5,clustered,0.5;-0.3,2,3,2
7,25,56,graphml/AttMpls.graphml,2,,2,clustered,0.5;-0.3,6,6,6
6,25,56,graphml/AttMpls.graphml,3,,4,clustered,0.5;-0.3,3,3,3
5,25,56,graphml/AttMpls.graphml,2,,3,clustered,0.5;-0.3,-1,-1,-1
4,25,56,graphml/AttMpls.graphml,5,,8,clustered,0.5;-0.3,7,4,3
3,25,56,graphml/AttMpls.graphml,4,,9,clustered,0.5;-0.3,2,2,2
2,25,56,graphml/AttMpls.graphml,3,,4,clustered,0.5;-0.3,3,3,3
1,25,56,graphml/AttMpls.graphml,2,,10,clustered,0.5;-0.3,9,3,4
