rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
152,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
151,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
150,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
149,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
148,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,4,6,4
147,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,5,5,5
146,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
145,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
144,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,9,10,9
143,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
142,93,103,graphml/Oteglobe.graphml,3,,0,clustered,0.1;-0.3,2,2,2
141,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,3,4,3
140,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
139,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,9,9,9
138,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,5,5,5
137,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
136,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
135,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
134,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
133,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
132,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
131,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,5,5,5
130,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
129,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
128,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
127,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
126,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,5,5,5
125,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
124,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
123,93,103,graphml/Oteglobe.graphml,4,,0,clustered,0.1;-0.3,5,5,5
122,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,3,3,3
121,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
120,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
119,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
118,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
117,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
116,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,3,3,3
115,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
114,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
113,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
112,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
111,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
110,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
109,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
108,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
107,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
106,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,5,2
105,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
104,93,103,graphml/Oteglobe.graphml,3,,0,clustered,0.1;-0.3,6,8,6
103,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,8,7
102,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
101,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
100,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,9,9,9
99,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
98,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,4,4,4
97,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
96,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
95,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,8,7
94,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
93,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
92,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,9,9,9
91,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,9,9,9
90,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
89,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,4,4,4
88,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,11,12,11
87,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
86,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
85,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
84,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,4,6,4
83,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,5,5,5
82,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,6,6,6
81,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,8,7
80,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,3,3,3
79,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
78,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
77,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
76,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
75,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,3,3,3
74,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
73,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
72,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
71,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
70,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
69,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
68,93,103,graphml/Oteglobe.graphml,3,,0,clustered,0.1;-0.3,6,6,6
67,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
66,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
65,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
64,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,3,3,3
63,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,9,9,9
62,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
61,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,14,14,14
60,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
59,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,10,11,10
58,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
57,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,6,6,6
56,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,9,9,9
55,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,4,4,4
54,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
53,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
52,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,13,13,13
51,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
50,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
49,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
48,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
47,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
46,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
45,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,4,4,4
44,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
43,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
42,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
41,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
40,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,4,4,4
39,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
38,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
37,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,4,6,4
36,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,9,9,9
35,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,2,2,2
34,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
33,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,8,8,8
32,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,8,6
31,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
30,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
29,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
28,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,4,4,4
27,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
26,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
25,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
24,93,103,graphml/Oteglobe.graphml,3,,0,clustered,0.1;-0.3,5,5,5
23,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
22,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,11,11,11
21,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,5,5,5
20,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,5,5,5
19,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,12,13,12
18,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
17,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
16,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,7,7,7
15,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,6,6,6
14,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,14,14,14
13,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,11,11,11
12,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,10,10,10
11,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,3,3,3
10,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,8,8,8
9,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,12,12,12
8,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
7,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
6,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
5,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
4,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.1;-0.3,10,10,10
3,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,11,11,11
2,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,3,3,3
1,93,103,graphml/Oteglobe.graphml,2,,0,clustered,0.1;-0.3,7,7,7
